NUTS3,UKI62,Croydon,4602,4900,5130,5433,5484,5761,6084,6288,6543,6908,7293,7427,6795,6744,6631,6773,6715,7182,7384
NUTS3,UKI63,Merton Kingston upon Thames and Sutton,7148,7669,8164,8711,8794,9116,9506,9773,10155,10700,11321,11853,11256,11772,12229,12880,13090,13717,14081
NUTS2,UKI7,Outer London - West and North West,29597,31840,33939,35988,36079,37278,38737,39596,41182,42681,44661,46783,44504,45911,48187,51942,54381,59326,61424
NUTS3,UKI71,Barnet,4483,4757,5044,5381,5410,5621,5865,5995,6229,6563,6879,7301,7240,7395,7679,8035,8240,9025,9401
NUTS3,UKI72,Brent,3943,4192,4433,4737,4753,4898,4988,5087,5408,5551,5766,6121,5907,6116,6421,7097,7272,7718,7980
NUTS3,UKI73,Ealing,4737,5076,5410,5678,5709,5858,6043,6160,6369,6580,6849,6973,6509,6718,7465,7960,8227,8737,9079
NUTS3,UKI74,Harrow and Hillingdon,9183,9908,10559,11138,11166,11549,12112,12369,12847,13174,13792,14205,13155,13632,13939,14928,15784,17732,17773
NUTS3,UKI75,Hounslow and Richmond upon Thames,7252,7906,8494,9054,9041,9353,9729,9985,10328,10813,11374,12184,11693,12049,12684,13923,14857,16115,17190
NUTS1,UKJ,South East,125759,132782,140074,148162,154516,163394,170648,173958,182290,190880,200539,206730,201514,208562,212842,222558,231137,241494,249174
NUTS2,UKJ1,Berkshire Buckinghamshire and Oxfordshire,40225,43120,45967,48959,50078,53510,56772,57463,60548,62405,65574,67842,65983,68113,71102,73892,76734,80521,83848
NUTS3,UKJ11,Berkshire,17894,19324,20986,22047,22366,24204,25446,25479,27692,28525,29688,30265,29035,29750,31245,32269,33201,34408,35845
NUTS3,UKJ12,Milton Keynes,4223,4445,4673,5041,5365,5860,6456,6524,6551,6924,7625,8069,7812,8422,8892,9181,9658,10454,10884
NUTS3,UKJ13,Buckinghamshire CC,8354,8951,9105,9910,9998,10123,10613,11183,11277,11628,12123,12798,12509,12792,13054,13763,14283,14880,15231
NUTS3,UKJ14,Oxfordshire,9755,10401,11203,11961,12350,13323,14257,14277,15029,15328,16138,16710,16627,17150,17911,18680,19592,20780,21887
NUTS2,UKJ2,Surrey East and West Sussex,39484,41556,44400,47171,49260,51144,53474,53677,55307,59443,61971,63614,62503,64596,64670,68908,71918,75588,77310
NUTS3,UKJ21,Brighton and Hove,3321,3435,3492,3771,4175,4537,4733,4727,4989,5223,5531,5703,5627,5624,5726,6169,6473,6962,7129
NUTS3,UKJ22,East Sussex CC,5523,5556,5641,6050,6348,6670,6948,7160,7363,7871,8021,8432,8189,8389,8444,8812,9014,9466,9957
NUTS3,UKJ25,West Surrey,13120,14010,15650,16565,16946,17353,18291,17882,18364,19709,20850,21413,21051,21797,21968,23641,24826,26386,26894
NUTS3,UKJ26,East Surrey,6169,6651,7319,7822,8011,8399,8790,8862,9220,9951,10524,10663,10237,10507,10535,11219,11735,12036,12239
NUTS3,UKJ27,West Sussex (South West),5460,5725,5869,6210,6626,6863,7141,7328,7485,8123,8235,8229,8140,8747,8587,9055,9240,9279,9292
NUTS3,UKJ28,West Sussex (North East),5891,6179,6429,6754,7154,7322,7572,7718,7886,8565,8811,9175,9258,9532,9410,10011,10630,11458,11799
NUTS2,UKJ3,Hampshire and Isle of Wight,26340,27635,28480,30080,31974,33980,34494,36021,37618,39413,42011,42925,42152,43827,44530,46072,47592,49019,50233
NUTS3,UKJ31,Portsmouth,3174,3335,3322,3492,3829,4060,4017,4191,4230,4368,4660,4797,4728,5085,4805,5079,5219,5368,5344
NUTS3,UKJ32,Southampton,3722,3844,3740,3737,3997,4337,4601,4784,5040,5080,5456,5215,5043,4943,5002,5105,5486,5735,5873
NUTS3,UKJ34,Isle of Wight,1245,1263,1342,1535,1621,1674,1726,1759,1893,2059,2079,2227,2097,2130,2170,2225,2282,2426,2473
NUTS3,UKJ35,South Hampshire,5521,5762,5998,6319,6696,7144,7246,7540,7859,8240,8744,8863,8739,9043,9346,9764,9835,9988,10131
NUTS3,UKJ36,Central Hampshire,7479,7928,8280,8775,9269,9780,9871,10310,10801,11395,12098,12606,12543,13373,13721,14208,14337,14580,15256
NUTS3,UKJ37,North Hampshire,5200,5503,5798,6223,6563,6985,7032,7437,7794,8271,8974,9217,9003,9253,9486,9692,10433,10922,11157
NUTS2,UKJ4,Kent,19709,20471,21227,21952,23203,24760,25909,26798,28817,29619,30983,32349,30876,32026,32540,33686,34893,36365,37783
NUTS3,UKJ41,Medway,2516,2629,2797,2962,3099,3306,3428,3465,3710,3876,3863,3979,3874,4015,3953,4277,4492,4564,4794
NUTS3,UKJ43,Kent Thames Gateway,3782,3914,4066,4134,4333,4633,4888,5042,5404,5441,5701,5938,5503,5727,5904,6252,6595,6938,7362
NUTS3,UKJ44,East Kent,5222,5372,5512,5673,6020,6456,6785,7055,7557,7821,8269,8720,8232,8440,8570,8583,8772,8906,9034
NUTS3,UKJ45,Mid Kent,3511,3635,3747,3891,4134,4406,4617,4796,5138,5285,5607,5772,5524,5731,5772,6069,6210,6380,6642
NUTS3,UKJ46,West Kent,4679,4921,5105,5293,5617,5960,6191,6441,7008,7196,7543,7940,7743,8112,8342,8506,8824,9578,9952
NUTS1,UKK,South West,65026,66784,69341,73218,77071,81328,86918,91138,95559,99682,104808,107262,106239,109372,109497,112453,116588,122455,126007
NUTS2,UKK1,Gloucestershire Wiltshire and Bristol/Bath area,32571,33764,34846,36678,39107,41241,43565,45727,47599,49013,52664,54085,53781,56071,55962,57077,59249,63065,65062
NUTS3,UKK11,Bristol City of,7253,7404,7587,7760,8272,8701,8758,9169,9658,10144,10961,11105,11323,11817,11495,11828,12471,13522,13862
NUTS3,UKK12,Bath and North East Somerset North Somerset and South Gloucestershire,7985,8521,8718,9312,10219,10870,11945,12426,13201,13519,14322,15042,14745,15642,15816,15885,16583,17630,17923
NUTS3,UKK13,Gloucestershire,7814,8009,8412,9102,9388,9998,10988,11623,11672,11774,12745,12719,12633,13370,13482,14036,14423,15459,15967
NUTS3,UKK14,Swindon,3930,4176,4268,4356,4674,4688,4734,4935,5280,5489,5908,6053,6113,5942,6049,6073,6386,6290,6682
NUTS3,UKK15,Wiltshire,5590,5654,5861,6149,6553,6985,7140,7573,7787,8087,8728,9165,8968,9300,9120,9255,9385,10164,10628
NUTS2,UKK2,Dorset and Somerset,14843,15137,16012,16975,17409,17917,19218,20004,21447,22440,23407,24075,23675,23838,24227,24920,25690,27128,27911
NUTS3,UKK21,Bournemouth and Poole,4218,4375,4512,4873,5055,5147,5634,5670,6194,6468,6788,6890,7092,6905,7032,7317,7638,7919,8209
NUTS3,UKK22,Dorset CC,4715,4852,5220,5523,5586,5676,6013,6291,6653,6851,7235,7617,7305,7382,7496,7650,7789,8317,8554
